Image_file,set,treatment,plant,rep,leaf,petioleLength,bladeLength,bladeWidth,bladeArea,bladePerimeter,bladeCircularity,,
2016moreSASmut_exp3005.tif (blue),C,sun,npr2/3/4,9,7,10.754,19.174,9.982,150.329,67.31,0.417,,
2016moreSASmut_exp3005.tif (blue),C,sun,npr2/3/4,9,8,10.039,21.93,10.069,173.433,75.015,0.387,,
2016moreSASmut_exp3005.tif (blue),C,sun,npr2/3/4,9,9,7.602,18.656,7.572,110.95,61.468,0.369,,
2016moreSASmut_exp3005.tif (blue),C,sun,npr2/3/4,9,10,2.602,15.555,7.052,86.147,56.727,0.336,,
2016moreSASmut_exp3005.tif (blue),C,sun,npr2/3/4,10,1,2.919,7.773,4.108,25.081,36.237,0.24,,
2016moreSASmut_exp3005.tif (blue),C,sun,npr2/3/4,10,2,4.783,7.616,5.78,34.573,32.258,0.418,,
2016moreSASmut_exp3005.tif (blue),C,sun,npr2/3/4,10,3,6.748,13.161,8.104,83.761,56.388,0.331,,
2016moreSASmut_exp3005.tif (blue),C,sun,npr2/3/4,10,4,9.219,15.528,10.742,131.005,58.505,0.481,,
2016moreSASmut_exp3005.tif (blue),C,sun,npr2/3/4,10,5,7.526,15.644,9.57,117.588,55.203,0.485,,
2016moreSASmut_exp3005.tif (blue),C,sun,npr2/3/4,10,6,11.146,18.616,10.749,157.163,66.379,0.448,,
2016moreSASmut_exp3005.tif (blue),C,sun,npr2/3/4,10,7,9.774,20.458,10.293,165.387,68.157,0.447,,
2016moreSASmut_exp3005.tif (blue),C,sun,npr2/3/4,10,8,8.425,20.018,10.705,168.311,71.035,0.419,,
2016moreSASmut_exp3005.tif (blue),C,sun,npr2/3/4,10,9,8.449,16.827,9.998,132.131,63.246,0.415,,
2016moreSASmut_exp3005.tif (blue),C,sun,npr2/3/4,10,10,2.718,15.631,7.822,96.034,55.711,0.389,,
2016moreSASmut_exp3005.tif (blue),C,sun,Col,4,1,5.857,7.151,5.826,32.72,29.379,0.476,,
2016moreSASmut_exp3005.tif (blue),C,sun,Col,4,2,6.17,8.303,7.744,50.502,37.677,0.447,,
2016moreSASmut_exp3005.tif (blue),C,sun,Col,4,3,9.517,14.065,9.634,106.423,56.557,0.418,,
2016moreSASmut_exp3005.tif (blue),C,sun,Col,4,4,9.731,16.188,12.474,158.595,63.077,0.501,,
2016moreSASmut_exp3005.tif (blue),C,sun,Col,4,5,11.02,14.424,10.008,113.374,65.024,0.337,,
2016moreSASmut_exp3005.tif (blue),C,sun,Col,4,6,11.49,19.304,12.61,191.181,72.475,0.457,,
2016moreSASmut_exp3005.tif (blue),C,sun,Col,4,7,9.288,20.061,10.937,172.313,72.136,0.416,,
2016moreSASmut_exp3005.tif (blue),C,sun,Col,4,8,8.309,20.034,10.785,169.697,72.39,0.407,,
2016moreSASmut_exp3005.tif (blue),C,sun,Col,4,9,4.675,19.531,9.839,150.93,71.628,0.37,,
2016moreSASmut_exp3005.tif (blue),C,sun,Col,4,10,1.467,16.984,6.873,91.679,57.743,0.346,,
2016moreSASmut_exp3005.tif (blue),C,sun,Col,5,1,5.732,7.499,7.213,42.484,38.608,0.358,,
2016moreSASmut_exp3005.tif (blue),C,sun,Col,5,2,5.558,8.32,7.527,49.184,34.205,0.528,,
2016moreSASmut_exp3005.tif (blue),C,sun,Col,5,3,9.458,11.541,8.583,77.796,55.033,0.323,,
2016moreSASmut_exp3005.tif (blue),C,sun,Col,5,4,10.145,14.198,11.456,127.751,64.431,0.387,,
2016moreSASmut_exp3005.tif (blue),C,sun,Col,5,5,12.751,18.051,12.441,176.385,67.141,0.492,,
2016moreSASmut_exp3005.tif (blue),C,sun,Col,5,6,12.419,19.226,11.639,175.752,70.443,0.445,,
2016moreSASmut_exp3005.tif (blue),C,sun,Col,5,7,12.002,19.218,11.422,172.394,69.003,0.455,,
2016moreSASmut_exp3005.tif (blue),C,sun,Col,5,8,10.457,20.465,10.172,163.503,70.527,0.413,,
2016moreSASmut_exp3005.tif (blue),C,sun,Col,5,9,8.104,19.171,8.996,135.446,66.463,0.385,,
2016moreSASmut_exp3005.tif (blue),C,sun,Col,5,10,3.579,17.839,6.762,94.742,58.843,0.344,,
2016moreSASmut_exp3006.tif (blue),C,shade,sid2,1,1,6.296,8.246,7.006,45.376,33.274,0.515,,
2016moreSASmut_exp3006.tif (blue),C,shade,sid2,1,2,6.15,7.509,7.025,41.43,31.073,0.539,,
2016moreSASmut_exp3006.tif (blue),C,shade,sid2,1,3,9.13,10.822,8.697,73.921,51.139,0.355,,
2016moreSASmut_exp3006.tif (blue),C,shade,sid2,1,4,7.812,12.003,10.267,96.792,47.752,0.533,,
2016moreSASmut_exp3006.tif (blue),C,shade,sid2,1,5,7.3,12.721,10.486,104.77,59.351,0.374,,
2016moreSASmut_exp3006.tif (blue),C,shade,sid2,1,6,7.419,13.701,9.584,103.136,59.436,0.367,,
2016moreSASmut_exp3006.tif (blue),C,shade,sid2,1,7,6.062,16.972,10.535,140.424,60.367,0.484,,
2016moreSASmut_exp3006.tif (blue),C,shade,sid2,1,8,3.867,16.524,10.582,137.333,60.452,0.472,,
2016moreSASmut_exp3006.tif (blue),C,shade,sid2,1,9,2.587,16.588,8.841,115.179,57.997,0.43,,
2016moreSASmut_exp3006.tif (blue),C,shade,sid2,1,10,1.497,14.917,7.211,84.48,51.054,0.407,,
2016moreSASmut_exp3006.tif (blue),C,shade,npr1,1,1,7.583,8.089,6.503,41.312,32.004,0.507,,
2016moreSASmut_exp3006.tif (blue),C,shade,npr1,1,2,7.049,9.023,6.765,47.941,35.221,0.486,,
2016moreSASmut_exp3006.tif (blue),C,shade,npr1,1,3,9.983,11.505,8.249,74.537,48.683,0.395,,
2016moreSASmut_exp3006.tif (blue),C,shade,npr1,1,4,8.986,12.77,9.682,97.115,47.921,0.531,,
2016moreSASmut_exp3006.tif (blue),C,shade,npr1,1,5,9.504,15.476,9.701,117.916,55.88,0.475,,
2016moreSASmut_exp3006.tif (blue),C,shade,npr1,1,6,9.714,14.979,9.189,108.102,56.134,0.431,,
2016moreSASmut_exp3006.tif (blue),C,shade,npr1,1,7,4.999,14.631,8.292,95.285,51.647,0.449,,
2016moreSASmut_exp3006.tif (blue),C,shade,npr1,1,8,4.03,13.356,7.855,82.392,48.937,0.432,,
2016moreSASmut_exp3006.tif (blue),C,shade,npr1,1,9,1.608,11.716,6.796,62.538,42.841,0.428,,
2016moreSASmut_exp3006.tif (blue),C,shade,npr1,2,1,5.621,7.437,4.373,25.543,27.263,0.432,,
2016moreSASmut_exp3006.tif (blue),C,shade,npr1,2,2,6.113,7.661,5.031,30.271,28.025,0.484,,
2016moreSASmut_exp3006.tif (blue),C,shade,npr1,2,3,6.718,8.727,6.609,45.297,34.036,0.491,,
2016moreSASmut_exp3006.tif (blue),C,shade,npr1,2,4,8.137,8.328,6.092,39.849,31.581,0.502,,
2016moreSASmut_exp3006.tif (blue),C,shade,npr1,2,5,8.06,11.862,8.627,80.378,44.789,0.504,,
2016moreSASmut_exp3006.tif (blue),C,shade,npr1,2,6,7.91,12.254,7.985,76.846,44.365,0.491,,
2016moreSASmut_exp3006.tif (blue),C,shade,npr1,2,7,7.306,12.31,8.049,77.817,45.212,0.478,,
2016moreSASmut_exp3006.tif (blue),C,shade,npr1,2,8,2.725,9.929,6.391,49.835,35.475,0.498,,
2016moreSASmut_exp3006.tif (blue),C,shade,npr1,2,9,1.203,8.965,5.944,41.855,33.02,0.482,,
2016moreSASmut_exp3006.tif (blue),C,shade,npr3/4,1,1,7.686,8.525,7.378,49.398,35.645,0.489,,
2016moreSASmut_exp3006.tif (blue),C,shade,npr3/4,1,2,6.723,7.053,6.321,35.014,29.633,0.501,,
2016moreSASmut_exp3006.tif (blue),C,shade,npr3/4,1,3,10.417,13.678,10.339,111.063,51.985,0.516,,
2016moreSASmut_exp3006.tif (blue),C,shade,npr3/4,1,4,10.902,15.042,11.718,138.433,60.791,0.471,,
2016moreSASmut_exp3006.tif (blue),C,shade,npr3/4,1,5,8.815,18.546,11.244,163.776,66.294,0.468,,
2016moreSASmut_exp3006.tif (blue),C,shade,npr3/4,1,6,11.311,19.2,12.192,183.853,69.596,0.477,,
2016moreSASmut_exp3006.tif (blue),C,shade,npr3/4,1,7,8.911,17.18,9.605,129.602,59.944,0.453,,
2016moreSASmut_exp3006.tif (blue),C,shade,npr3/4,1,8,8.02,19.217,10.335,155.993,68.495,0.418,,
2016moreSASmut_exp3006.tif (blue),C,shade,npr3/4,1,9,4.92,17.832,9.556,133.84,64.431,0.405,,
2016moreSASmut_exp3006.tif (blue),C,shade,npr3/4,1,10,2.968,14.675,7.328,84.468,53.34,0.373,,
2016moreSASmut_exp3006.tif (blue),C,shade,npr3/4,1,11,2.408,14.564,7.389,84.527,52.409,0.387,,
2016moreSASmut_exp3006.tif (blue),C,shade,npr3/4,2,1,5.81,7.932,7.04,43.853,33.02,0.505,,
2016moreSASmut_exp3006.tif (blue),C,shade,npr3/4,2,2,4.726,8.536,7.019,47.057,33.443,0.529,,
2016moreSASmut_exp3006.tif (blue),C,shade,npr3/4,2,3,10.056,13.37,9.885,103.797,50.038,0.521,,
2016moreSASmut_exp3006.tif (blue),C,shade,npr3/4,2,4,8.17,14.33,10.531,118.527,56.557,0.466,,
2016moreSASmut_exp3006.tif (blue),C,shade,npr3/4,2,5,9.397,17.911,11.535,162.258,65.701,0.472,,
2016moreSASmut_exp3006.tif (blue),C,shade,npr3/4,2,6,11.525,18.265,11.572,166.005,69.257,0.435,,
2016moreSASmut_exp3006.tif (blue),C,shade,npr3/4,2,7,8.059,17.427,9.872,135.125,62.315,0.437,,
2016moreSASmut_exp3006.tif (blue),C,shade,npr3/4,2,8,5.984,18.106,10.348,147.156,66.379,0.42,,
2016moreSASmut_exp3006.tif (blue),C,shade,npr3/4,2,9,3.909,15.444,8.567,103.916,57.319,0.397,,
2016moreSASmut_exp3006.tif (blue),C,shade,npr3/4,2,10,1.475,13.563,7.386,78.675,49.022,0.411,,
2016moreSASmut_exp3007.tif (blue),C,shade,sid1,1,1,2.959,5.368,5.204,21.939,32.258,0.265,,
2016moreSASmut_exp3007.tif (blue),C,shade,sid1,1,2,4.326,5.843,5.116,23.478,25.146,0.467,,
2016moreSASmut_exp3007.tif (blue),C,shade,sid1,1,3,6.72,8.287,7.511,48.882,36.491,0.461,,
2016moreSASmut_exp3007.tif (blue),C,shade,sid1,1,4,8.523,13.058,10.466,107.338,50.631,0.526,,
2016moreSASmut_exp3007.tif (blue),C,shade,sid1,1,5,8.94,15.608,10.82,132.636,59.097,0.477,,
2016moreSASmut_exp3007.tif (blue),C,shade,sid1,1,6,6.779,16.984,10.702,142.749,60.791,0.485,,
2016moreSASmut_exp3007.tif (blue),C,shade,sid1,1,7,5.271,16.765,11.037,145.324,61.214,0.487,,
2016moreSASmut_exp3007.tif (blue),C,shade,sid1,1,8,2.553,15.913,9.591,119.862,59.351,0.428,,
2016moreSASmut_exp3007.tif (blue),C,shade,sid1,1,9,1.089,15.18,8.796,104.864,56.557,0.412,,
2016moreSASmut_exp3007.tif (blue),C,shade,sid1,1,10,0.356,13.328,7.331,76.736,50.207,0.383,,
2016moreSASmut_exp3007.tif (blue),C,shade,Col,1,1,6.259,6.781,5.838,31.095,27.855,0.504,,
2016moreSASmut_exp3007.tif (blue),C,shade,Col,1,2,5.528,8.142,7.229,46.224,33.867,0.506,,
2016moreSASmut_exp3007.tif (blue),C,shade,Col,1,3,7.517,11.894,10.002,93.43,48.175,0.506,,
2016moreSASmut_exp3007.tif (blue),C,shade,Col,1,5,10.298,14.44,11.387,129.147,57.404,0.493,,
2016moreSASmut_exp3007.tif (blue),C,shade,Col,1,6,10.295,19.979,12.435,195.132,73.829,0.45,,
2016moreSASmut_exp3007.tif (blue),C,shade,Col,1,7,11.589,18.611,12.253,179.113,66.887,0.503,,
2016moreSASmut_exp3007.tif (blue),C,shade,Col,1,8,7.105,18.857,11.179,165.568,66.717,0.467,,
2016moreSASmut_exp3007.tif (blue),C,shade,Col,1,9,6.292,19.653,10.574,163.213,71.459,0.402,,
2016moreSASmut_exp3007.tif (blue),C,shade,Col,1,10,3.866,14.833,8.639,100.645,56.981,0.39,,
2016moreSASmut_exp3007.tif (blue),C,shade,Col,1,11,1.447,13.073,7.32,75.159,46.397,0.439,,
2016moreSASmut_exp3007.tif (blue),C,shade,Col,2,1,5.774,9.019,7.548,53.466,37.677,0.473,,
2016moreSASmut_exp3007.tif (blue),C,shade,Col,2,2,5.915,7.95,7.338,45.819,34.29,0.49,,
2016moreSASmut_exp3007.tif (blue),C,shade,Col,2,3,10.824,12.951,10.068,102.403,53.933,0.442,,
2016moreSASmut_exp3007.tif (blue),C,shade,Col,2,4,11.265,15.107,11.72,139.061,59.521,0.493,,
2016moreSASmut_exp3007.tif (blue),C,shade,Col,2,5,12.211,17.831,11.398,159.631,66.633,0.452,,
2016moreSASmut_exp3007.tif (blue),C,shade,Col,2,6,13.867,20.22,12.496,198.44,69.173,0.521,,
2016moreSASmut_exp3007.tif (blue),C,shade,Col,2,7,11.815,21.667,11.82,201.147,78.401,0.411,,
2016moreSASmut_exp3007.tif (blue),C,shade,Col,2,8,10.805,20.971,11.697,192.656,75.523,0.424,,
2016moreSASmut_exp3007.tif (blue),C,shade,Col,2,9,6.618,19.075,9.499,142.308,65.193,0.421,,
2016moreSASmut_exp3007.tif (blue),C,shade,Col,2,10,3.951,16.759,8.794,115.745,59.775,0.407,,
2016moreSASmut_exp3007.tif (blue),C,shade,Col,2,11,1.468,15.356,7.87,94.917,56.557,0.373,,
2016moreSASmut_exp3007.tif (blue),C,shade,npr3,1,1,5.541,7.294,6.227,35.67,29.887,0.502,,
2016moreSASmut_exp3007.tif (blue),C,shade,npr3,1,2,5.76,7.338,6.465,37.263,30.565,0.501,,
2016moreSASmut_exp3007.tif (blue),C,shade,npr3,1,3,9.349,11.702,9.998,91.889,46.821,0.527,,
2016moreSASmut_exp3007.tif (blue),C,shade,npr3,1,4,10.132,14.148,11.58,128.683,56.134,0.513,,
2016moreSASmut_exp3007.tif (blue),C,shade,npr3,1,5,10.177,17.444,11.245,154.055,66.209,0.442,,
2016moreSASmut_exp3007.tif (blue),C,shade,npr3,1,6,10.348,17.675,10.673,148.157,63.923,0.456,,
2016moreSASmut_exp3007.tif (blue),C,shade,npr3,1,7,8.151,18.079,9.9,140.57,62.061,0.459,,
2016moreSASmut_exp3007.tif (blue),C,shade,npr3,1,8,4.288,16.005,8.895,111.808,57.235,0.429,,
2016moreSASmut_exp3007.tif (blue),C,shade,npr3,1,9,2.862,14.237,7.762,86.788,51.816,0.406,,
2016moreSASmut_exp3007.tif (blue),C,shade,npr2/3/4,1,2,3.863,5.559,4.303,18.788,28.871,0.283,,
2016moreSASmut_exp3007.tif (blue),C,shade,npr2/3/4,1,3,7.2,10.992,8.107,69.993,45.043,0.434,,
2016moreSASmut_exp3007.tif (blue),C,shade,npr2/3/4,1,4,6.277,12.825,8.538,86.003,48.345,0.462,,
2016moreSASmut_exp3007.tif (blue),C,shade,npr2/3/4,1,5,5.015,11.067,7.618,66.211,43.942,0.431,,
2016moreSASmut_exp3007.tif (blue),C,shade,npr2/3/4,1,6,7.124,15.357,8.153,98.335,53.509,0.432,,
2016moreSASmut_exp3007.tif (blue),C,shade,npr2/3/4,1,7,5.289,15.819,8.503,105.643,55.795,0.426,,
2016moreSASmut_exp3007.tif (blue),C,shade,npr2/3/4,1,8,4.736,15.002,8.156,96.098,53.34,0.424,,
2016moreSASmut_exp3007.tif (blue),C,shade,npr2/3/4,1,9,2.178,14.985,7.23,85.089,52.832,0.383,,
2016moreSASmut_exp3007.tif (blue),C,shade,npr2/3/4,1,10,0.511,11.92,5.487,51.367,40.809,0.388,,
2016moreSASmut_exp3008.tif (blue),C,shade,npr2/3/4,2,1,6.285,7.245,5.922,33.697,29.379,0.491,,
2016moreSASmut_exp3008.tif (blue),C,shade,npr2/3/4,2,2,4.467,7.71,6.017,36.439,28.448,0.566,,
2016moreSASmut_exp3008.tif (blue),C,shade,npr2/3/4,2,3,6.254,11.156,7.93,69.484,40.809,0.524,,
2016moreSASmut_exp3008.tif (blue),C,shade,npr2/3/4,2,4,7.934,14.459,9.43,107.089,55.626,0.435,,
2016moreSASmut_exp3008.tif (blue),C,shade,npr2/3/4,2,5,7.051,15.486,9.619,116.996,57.065,0.451,,
2016moreSASmut_exp3008.tif (blue),C,shade,npr2/3/4,2,6,8.023,17.545,10.118,139.423,61.976,0.456,,
2016moreSASmut_exp3008.tif (blue),C,shade,npr2/3/4,2,7,7.907,18.002,8.991,127.118,61.553,0.422,,
2016moreSASmut_exp3008.tif (blue),C,shade,npr2/3/4,2,8,4.551,17.931,8.782,123.677,61.807,0.407,,
2016moreSASmut_exp3008.tif (blue),C,shade,npr2/3/4,2,9,4.366,18.146,8.57,122.132,63.839,0.377,,
2016moreSASmut_exp3008.tif (blue),C,shade,npr2/3/4,2,10,2.261,14.87,6.664,77.824,51.054,0.375,,
2016moreSASmut_exp3008.tif (blue),C,shade,npr2/3/4,2,11,0.778,13.481,5.65,59.815,46.821,0.343,,
2016moreSASmut_exp3008.tif (blue),C,shade,NahG,1,1,6.604,7.82,7.14,43.855,33.782,0.483,,
2016moreSASmut_exp3008.tif (blue),C,shade,NahG,1,2,6.369,8.609,7.886,53.319,36.491,0.503,,
2016moreSASmut_exp3008.tif (blue),C,shade,NahG,1,3,8.751,14.346,11.28,127.098,55.372,0.521,,
2016moreSASmut_exp3008.tif (blue),C,shade,NahG,1,4,10.374,15.478,11.393,138.496,57.573,0.525,,
2016moreSASmut_exp3008.tif (blue),C,shade,NahG,1,5,9.965,18.362,12.129,174.928,67.141,0.488,,
2016moreSASmut_exp3008.tif (blue),C,shade,NahG,1,6,10.809,18.995,12.74,190.059,69.342,0.497,,
2016moreSASmut_exp3008.tif (blue),C,shade,NahG,1,7,8.192,18.366,10.77,155.355,65.786,0.451,,
2016moreSASmut_exp3008.tif (blue),C,shade,NahG,1,8,3.966,18.385,10.855,156.743,66.971,0.439,,
2016moreSASmut_exp3008.tif (blue),C,shade,NahG,1,9,4.784,18.028,9.995,141.512,65.024,0.421,,
2016moreSASmut_exp3008.tif (blue),C,shade,NahG,1,10,1.032,13.268,7.099,73.971,47.244,0.416,,
2016moreSASmut_exp3008.tif (blue),C,shade,NahG,2,1,5.292,6.446,5.582,28.26,26.67,0.499,,
2016moreSASmut_exp3008.tif (blue),C,shade,NahG,2,2,4.249,6.373,5.371,26.882,26.501,0.481,,
2016moreSASmut_exp3008.tif (blue),C,shade,NahG,2,3,7.298,9.269,8.341,60.72,39.624,0.486,,
2016moreSASmut_exp3008.tif (blue),C,shade,NahG,2,4,7.045,10.563,9.304,77.19,43.265,0.518,,
2016moreSASmut_exp3008.tif (blue),C,shade,NahG,2,5,8.493,13.22,10.11,104.969,50.546,0.516,,
2016moreSASmut_exp3008.tif (blue),C,shade,NahG,2,6,8.395,13.713,10.078,108.546,50.038,0.545,,
2016moreSASmut_exp3008.tif (blue),C,shade,NahG,2,7,6.978,13.907,8.911,97.333,49.53,0.499,,
2016moreSASmut_exp3008.tif (blue),C,shade,NahG,2,8,3.656,12.173,7.7,73.616,44.281,0.472,,
2016moreSASmut_exp3008.tif (blue),C,shade,NahG,2,9,0.816,10.673,6.615,55.446,38.185,0.478,,
2016moreSASmut_exp3008.tif (blue),C,shade,npr2/3/4,3,1,4.208,6.623,5.038,26.208,29.041,0.391,,
2016moreSASmut_exp3008.tif (blue),C,shade,npr2/3/4,3,2,4.316,7.165,5.418,30.487,30.649,0.408,,
2016moreSASmut_exp3008.tif (blue),C,shade,npr2/3/4,3,3,7.942,12.225,8.818,84.661,50.715,0.414,,
2016moreSASmut_exp3008.tif (blue),C,shade,npr2/3/4,3,4,9.572,13.317,9.657,101,51.985,0.47,,
2016moreSASmut_exp3008.tif (blue),C,shade,npr2/3/4,3,5,8.853,17.453,10.049,137.747,61.383,0.459,,
2016moreSASmut_exp3008.tif (blue),C,shade,npr2/3/4,3,6,8.642,17.636,10.095,139.835,62.061,0.456,,
2016moreSASmut_exp3008.tif (blue),C,shade,npr2/3/4,3,7,5.694,17.262,8.315,112.736,59.859,0.395,,
2016moreSASmut_exp3008.tif (blue),C,shade,npr2/3/4,3,8,5.129,17.287,7.954,107.991,63.585,0.336,,
2016moreSASmut_exp3008.tif (blue),C,shade,npr2/3/4,3,9,1.807,12.138,6.225,59.346,43.857,0.388,,
2016moreSASmut_exp3008.tif (blue),C,shade,npr2/3/4,4,1,6.75,9.212,7.965,57.629,38.862,0.48,,
2016moreSASmut_exp3008.tif (blue),C,shade,npr2/3/4,4,2,6.257,11.213,8.442,74.348,45.805,0.445,,
2016moreSASmut_exp3008.tif (blue),C,shade,npr2/3/4,4,3,7.394,13.584,8.686,92.668,49.953,0.467,,
2016moreSASmut_exp3008.tif (blue),C,shade,npr2/3/4,4,4,8.073,15.512,9.533,116.14,57.404,0.443,,
2016moreSASmut_exp3008.tif (blue),C,shade,npr2/3/4,4,5,6.892,17.047,9.235,123.647,63.669,0.383,,
2016moreSASmut_exp3008.tif (blue),C,shade,npr2/3/4,4,6,6.804,18.867,9.484,140.528,68.495,0.376,,
2016moreSASmut_exp3008.tif (blue),C,shade,npr2/3/4,4,7,5.179,18.455,7.728,112.014,65.532,0.328,,
2016moreSASmut_exp3008.tif (blue),C,shade,npr2/3/4,4,8,1.437,14.874,5.98,69.86,50.969,0.338,,
2016moreSASmut_exp3009.tif (blue),C,shade,npr2/3/4,5,1,5.624,7.558,6.146,36.484,30.395,0.496,,
2016moreSASmut_exp3009.tif (blue),C,shade,npr2/3/4,5,2,4.699,7.439,6.017,35.154,29.464,0.509,,
2016moreSASmut_exp3009.tif (blue),C,shade,npr2/3/4,5,3,7.95,12.774,9.397,94.276,49.53,0.483,,
2016moreSASmut_exp3009.tif (blue),C,shade,npr2/3/4,5,4,7.23,11.555,8.327,75.568,43.095,0.511,,
2016moreSASmut_exp3009.tif (blue),C,shade,npr2/3/4,5,5,7.265,16.761,9.881,130.077,59.69,0.459,,
2016moreSASmut_exp3009.tif (blue),C,shade,npr2/3/4,5,6,7.908,19.504,9.712,148.77,65.532,0.435,,
2016moreSASmut_exp3009.tif (blue),C,shade,npr2/3/4,5,7,5.394,20.106,10.126,159.901,70.527,0.404,,
2016moreSASmut_exp3009.tif (blue),C,shade,npr2/3/4,5,8,7.214,19.916,9.908,154.985,69.257,0.406,,
2016moreSASmut_exp3009.tif (blue),C,shade,npr2/3/4,5,9,4.695,20.761,8.887,144.908,69.596,0.376,,
2016moreSASmut_exp3009.tif (blue),C,shade,npr2/3/4,5,10,2.912,16.875,7.297,96.709,57.912,0.362,,
2016moreSASmut_exp3009.tif (blue),C,shade,npr2/3/4,6,1,5.052,7.204,6.055,34.258,30.565,0.461,,
2016moreSASmut_exp3009.tif (blue),C,shade,npr2/3/4,6,2,5.66,7.138,5.765,32.319,28.871,0.487,,
2016moreSASmut_exp3009.tif (blue),C,shade,npr2/3/4,6,3,6.604,11.897,8.551,79.901,45.381,0.488,,
2016moreSASmut_exp3009.tif (blue),C,shade,npr2/3/4,6,4,8.612,14.597,10.032,115.014,54.695,0.483,,
2016moreSASmut_exp3009.tif (blue),C,shade,npr2/3/4,6,5,8.607,17.815,10.908,152.627,63.754,0.472,,
2016moreSASmut_exp3009.tif (blue),C,shade,npr2/3/4,6,6,10.421,19.487,11.122,170.222,69.173,0.447,,
2016moreSASmut_exp3009.tif (blue),C,shade,npr2/3/4,6,7,6.934,20.755,10.412,169.727,71.12,0.422,,
2016moreSASmut_exp3009.tif (blue),C,shade,npr2/3/4,6,8,5.436,21.101,9.952,164.93,71.543,0.405,,
2016moreSASmut_exp3009.tif (blue),C,shade,npr2/3/4,6,9,4.607,19.368,8.668,131.856,67.225,0.367,,
2016moreSASmut_exp3009.tif (blue),C,shade,npr2/3/4,6,10,1.785,15.673,6.59,81.116,53.594,0.355,,
2016moreSASmut_exp3009.tif (blue),C,shade,npr2/3/4,7,1,6.106,8.199,6.977,44.926,36.153,0.432,,
2016moreSASmut_exp3009.tif (blue),C,shade,npr2/3/4,7,2,5.495,7.947,6.899,43.059,32.766,0.504,,
2016moreSASmut_exp3009.tif (blue),C,shade,npr2/3/4,7,3,9.116,14.051,9.435,104.118,51.731,0.489,,
2016moreSASmut_exp3009.tif (blue),C,shade,npr2/3/4,7,4,9.251,14.761,10.24,118.717,54.695,0.499,,
2016moreSASmut_exp3009.tif (blue),C,shade,npr2/3/4,7,5,7.76,19.567,11.283,173.394,68.326,0.467,,
2016moreSASmut_exp3009.tif (blue),C,shade,npr2/3/4,7,6,9.502,22.274,11.53,201.702,75.523,0.444,,
2016moreSASmut_exp3009.tif (blue),C,shade,npr2/3/4,7,7,9.096,20.8,11.322,184.962,71.205,0.458,,
2016moreSASmut_exp3009.tif (blue),C,shade,npr2/3/4,7,8,5.284,25.798,11.61,235.241,86.614,0.394,,
2016moreSASmut_exp3009.tif (blue),C,shade,npr2/3/4,7,9,5.585,23.313,10.081,184.591,74.507,0.418,,
2016moreSASmut_exp3009.tif (blue),C,shade,npr2/3/4,8,1,5.048,7.446,6.68,39.064,31.073,0.508,,
2016moreSASmut_exp3009.tif (blue),C,shade,npr2/3/4,8,2,5.295,7.53,6.784,40.124,30.395,0.546,,
2016moreSASmut_exp3009.tif (blue),C,shade,npr2/3/4,8,3,8.817,14.395,10.318,116.656,54.017,0.502,,
2016moreSASmut_exp3009.tif (blue),C,shade,npr2/3/4,8,4,10.282,12.677,8.649,86.113,46.736,0.495,,
2016moreSASmut_exp3009.tif (blue),C,shade,npr2/3/4,8,5,10.72,16.047,10.896,137.324,59.521,0.487,,
2016moreSASmut_exp3009.tif (blue),C,shade,npr2/3/4,8,6,11.778,20.284,11.024,175.62,69.088,0.462,,
2016moreSASmut_exp3009.tif (blue),C,shade,npr2/3/4,8,7,10.083,21.919,10.937,188.279,72.983,0.444,,
2016moreSASmut_exp3009.tif (blue),C,shade,npr2/3/4,8,8,9.509,22.952,10.501,189.302,76.285,0.409,,
2016moreSASmut_exp3009.tif (blue),C,shade,npr2/3/4,8,9,8.095,23.287,9.943,181.86,78.909,0.367,,
2016moreSASmut_exp3009.tif (blue),C,shade,npr2/3/4,8,10,1.83,21.45,8.117,136.751,77.131,0.289,,
2016moreSASmut_exp3010.tif (blue),C,shade,npr4,1,1,4.846,7.044,6.379,35.29,28.871,0.532,,
2016moreSASmut_exp3010.tif (blue),C,shade,npr4,1,2,5.641,7.517,6.322,37.326,29.633,0.534,,
2016moreSASmut_exp3010.tif (blue),C,shade,npr4,1,3,7.399,11.935,8.552,80.165,44.958,0.498,,
2016moreSASmut_exp3010.tif (blue),C,shade,npr4,1,4,8.839,14.322,9.441,106.193,53.086,0.474,,
2016moreSASmut_exp3010.tif (blue),C,shade,npr4,1,5,9.318,16.82,10.089,133.276,57.912,0.499,,
2016moreSASmut_exp3010.tif (blue),C,shade,npr4,1,6,9.215,18.952,10.916,162.482,69.003,0.429,,
2016moreSASmut_exp3010.tif (blue),C,shade,npr4,1,7,10.583,20.529,10.937,176.347,68.157,0.477,,
2016moreSASmut_exp3010.tif (blue),C,shade,npr4,1,8,8.566,20.695,10.628,172.747,70.781,0.433,,
2016moreSASmut_exp3010.tif (blue),C,shade,npr4,1,9,6.425,22.229,10.161,177.387,77.216,0.374,,
2016moreSASmut_exp3010.tif (blue),C,shade,npr4,1,10,5.369,22.314,8.368,146.643,72.559,0.35,,
2016moreSASmut_exp3010.tif (blue),C,shade,npr4,1,11,2.002,19.415,7.781,118.643,63.669,0.368,,
2016moreSASmut_exp3010.tif (blue),C,shade,npr2/3/4,9,1,6.48,7.782,6.084,37.183,29.803,0.526,,
