Image_file,set,treatment,plant,rep,leaf,petioleLength,bladeLength,bladeWidth,bladeArea,bladePerimeter,bladeCircularity,,
2016moreSASmut_exp6007.tif (blue),F,sun,npr1,1,7,2.199,10.406,7.291,59.591,38.015,0.518,,
2016moreSASmut_exp6007.tif (blue),F,sun,npr1,1,8,1.196,10.731,6.981,58.842,37.338,0.53,,
2016moreSASmut_exp6007.tif (blue),F,sun,npr1,2,1,5.904,8.01,6.854,43.12,31.157,0.558,,
2016moreSASmut_exp6007.tif (blue),F,sun,npr1,2,2,6.798,7.931,6.801,42.364,30.819,0.561,,
2016moreSASmut_exp6007.tif (blue),F,sun,npr1,2,3,8.017,10.502,6.891,56.844,36.745,0.529,,
2016moreSASmut_exp6007.tif (blue),F,sun,npr1,2,4,6.132,10.396,8.528,69.632,44.789,0.436,,
2016moreSASmut_exp6007.tif (blue),F,sun,npr1,2,5,8.099,13.261,9.73,101.34,47.752,0.558,,
2016moreSASmut_exp6007.tif (blue),F,sun,npr1,2,6,8.176,12.926,8.502,86.31,44.535,0.547,,
2016moreSASmut_exp6007.tif (blue),F,sun,npr1,2,7,3.03,11.858,7.618,70.946,41.91,0.508,,
2016moreSASmut_exp6007.tif (blue),F,sun,npr1,2,8,5.534,11.747,8.808,81.27,49.699,0.413,,
2016moreSASmut_exp6007.tif (blue),F,sun,npr1,2,9,2.843,12.817,7.914,79.67,43.688,0.525,,
2016moreSASmut_exp6008.tif (blue),F,sun,npr2/3/4,1,1,4.8,9.649,7.356,55.751,34.629,0.584,,
2016moreSASmut_exp6008.tif (blue),F,sun,npr2/3/4,1,2,4.473,10.141,6.966,55.484,34.629,0.581,,
2016moreSASmut_exp6008.tif (blue),F,sun,npr2/3/4,1,3,4.074,12.688,7.098,70.731,40.809,0.534,,
2016moreSASmut_exp6008.tif (blue),F,sun,npr2/3/4,1,4,4.569,10.276,7.726,62.355,37.507,0.557,,
2016moreSASmut_exp6008.tif (blue),F,sun,npr2/3/4,1,5,4.078,11.133,7.112,62.186,37.338,0.561,,
2016moreSASmut_exp6008.tif (blue),F,sun,npr2/3/4,1,6,2.185,11.679,7.203,66.066,39.201,0.54,,
2016moreSASmut_exp6008.tif (blue),F,sun,npr2/3/4,1,7,0.391,9.29,5.41,39.477,30.903,0.519,,
2016moreSASmut_exp6008.tif (blue),F,sun,npr2/3/4,2,1,4.805,7.371,5.901,34.163,27.178,0.581,,
2016moreSASmut_exp6008.tif (blue),F,sun,npr2/3/4,2,2,5.652,6.547,5.396,27.747,29.633,0.397,,
2016moreSASmut_exp6008.tif (blue),F,sun,npr2/3/4,2,3,9.214,15.567,9.966,121.846,53.425,0.536,,
2016moreSASmut_exp6008.tif (blue),F,sun,npr2/3/4,2,4,8.686,16.05,10.556,133.071,55.118,0.55,,
2016moreSASmut_exp6008.tif (blue),F,sun,npr2/3/4,2,5,7.614,18.372,10.38,149.783,61.045,0.505,,
2016moreSASmut_exp6008.tif (blue),F,sun,npr2/3/4,2,6,4.889,9.576,7.231,54.378,36.407,0.516,,
2016moreSASmut_exp6008.tif (blue),F,sun,npr2/3/4,2,7,6.494,12.378,8.557,83.19,43.011,0.565,,
2016moreSASmut_exp6008.tif (blue),F,sun,npr2/3/4,2,8,5.492,10.751,5.61,47.367,34.629,0.496,,
2016moreSASmut_exp6008.tif (blue),F,sun,npr2/3/4,2,9,4.104,15.317,8.84,106.346,51.308,0.508,,
2016moreSASmut_exp6008.tif (blue),F,sun,npr2/3/4,2,10,1.108,12.49,6.496,63.72,40.217,0.495,,
2016moreSASmut_exp6009.tif (blue),F,sun,sid1,1,1,4.796,8.092,7.387,46.948,31.242,0.604,,
2016moreSASmut_exp6009.tif (blue),F,sun,sid1,1,2,5.362,8.564,7.848,52.783,36.491,0.498,,
2016moreSASmut_exp6009.tif (blue),F,sun,sid1,1,3,7.898,10.697,10.317,86.683,43.519,0.575,,
2016moreSASmut_exp6009.tif (blue),F,sun,sid1,1,4,7.783,12.834,10.227,103.08,47.329,0.578,,
2016moreSASmut_exp6009.tif (blue),F,sun,sid1,1,5,9.124,13.81,10.408,112.896,50.969,0.546,,
2016moreSASmut_exp6009.tif (blue),F,sun,sid1,1,6,8.377,15.353,10.835,130.652,56.557,0.513,,
2016moreSASmut_exp6009.tif (blue),F,sun,sid1,1,7,7.678,16.435,10.38,133.98,55.118,0.554,,
2016moreSASmut_exp6009.tif (blue),F,sun,sid1,1,8,6.698,16.399,10.712,137.964,55.118,0.571,,
2016moreSASmut_exp6009.tif (blue),F,sun,sid1,1,9,3.488,15.604,9.914,121.5,52.747,0.549,,
2016moreSASmut_exp6009.tif (blue),F,sun,sid1,1,10,1.743,13.705,8.854,95.303,50.207,0.475,,
2016moreSASmut_exp6009.tif (blue),F,sun,sid1,2,1,4.596,8.316,7.728,50.471,33.274,0.573,,
2016moreSASmut_exp6009.tif (blue),F,sun,sid1,2,2,4.181,4.854,3.736,14.244,21.59,0.384,,
2016moreSASmut_exp6009.tif (blue),F,sun,sid1,2,3,6.242,9.144,7.813,56.113,41.063,0.418,,
2016moreSASmut_exp6009.tif (blue),F,sun,sid1,2,4,7.463,13.434,12.301,129.79,58.843,0.471,,
2016moreSASmut_exp6009.tif (blue),F,sun,sid1,2,5,7.113,12.949,10.125,102.971,50.631,0.505,,
2016moreSASmut_exp6009.tif (blue),F,sun,sid1,2,6,6.517,14.052,12.589,138.937,63.161,0.438,,
2016moreSASmut_exp6009.tif (blue),F,sun,sid1,2,7,5.711,14.3,11.067,124.29,59.775,0.437,,
2016moreSASmut_exp6009.tif (blue),F,sun,sid1,2,8,4.015,15.815,11.221,139.378,57.065,0.538,,
2016moreSASmut_exp6009.tif (blue),F,sun,sid1,2,9,1.718,15.907,10.932,136.575,55.541,0.556,,
2016moreSASmut_exp6009.tif (blue),F,sun,sid1,2,10,0.841,14.554,9.919,113.385,50.546,0.558,,
2016moreSASmut_exp6009.tif (blue),F,sun,sid1,3,1,4.707,7.882,7.195,44.539,33.951,0.486,,
2016moreSASmut_exp6009.tif (blue),F,sun,sid1,3,2,6.043,8.086,7.629,48.45,33.443,0.544,,
2016moreSASmut_exp6009.tif (blue),F,sun,sid1,3,3,9.444,11.335,9.349,83.229,48.175,0.451,,
2016moreSASmut_exp6009.tif (blue),F,sun,sid1,3,4,8.891,12.659,9.705,96.489,48.091,0.524,,
2016moreSASmut_exp6009.tif (blue),F,sun,sid1,3,5,8.91,9.469,7.651,56.898,35.391,0.571,,
2016moreSASmut_exp6009.tif (blue),F,sun,sid1,3,6,9.165,16.377,13.368,171.949,61.807,0.566,,
2016moreSASmut_exp6009.tif (blue),F,sun,sid1,3,7,9.471,17.094,11.763,157.926,58.674,0.576,,
2016moreSASmut_exp6009.tif (blue),F,sun,sid1,3,8,6.319,16.742,11.335,149.045,55.88,0.6,,
2016moreSASmut_exp6009.tif (blue),F,sun,sid1,3,9,4.037,16.855,9.274,122.772,53.679,0.535,,
2016moreSASmut_exp6009.tif (blue),F,sun,sid1,3,10,1.614,14.483,7.633,86.822,45.889,0.518,,
2016moreSASmut_exp6009.tif (blue),F,sun,npr3,5,1,3.829,7.239,4.337,24.658,22.945,0.589,,
2016moreSASmut_exp6009.tif (blue),F,sun,npr3,5,2,5.63,7.207,6.542,37.032,28.025,0.593,,
2016moreSASmut_exp6009.tif (blue),F,sun,npr3,5,3,5.917,12.402,10.228,99.623,45.551,0.603,,
2016moreSASmut_exp6009.tif (blue),F,sun,npr3,5,4,8.42,12.365,7.446,72.317,40.301,0.56,,
2016moreSASmut_exp6009.tif (blue),F,sun,npr3,5,5,8.887,14.983,10.495,123.507,51.731,0.58,,
2016moreSASmut_exp6009.tif (blue),F,sun,npr3,5,6,7.565,16.978,9.811,130.826,53.763,0.569,,
2016moreSASmut_exp6009.tif (blue),F,sun,npr3,5,7,6.824,15.957,9.292,116.455,51.985,0.542,,
2016moreSASmut_exp6009.tif (blue),F,sun,npr3,5,8,2.974,14.461,8.978,101.968,48.768,0.539,,
2016moreSASmut_exp6010.tif (blue),F,shade,Col,1,1,5.114,6.549,6.424,33.041,26.585,0.587,,
2016moreSASmut_exp6010.tif (blue),F,shade,Col,1,3,7.051,11.077,7.154,62.24,57.404,0.237,,
2016moreSASmut_exp6010.tif (blue),F,shade,Col,1,4,8.401,13.351,10.999,115.331,50.8,0.562,,
2016moreSASmut_exp6010.tif (blue),F,shade,Col,1,5,8.372,17.33,11.686,159.057,59.859,0.558,,
2016moreSASmut_exp6010.tif (blue),F,shade,Col,1,6,8.292,17.3,13.03,177.046,66.717,0.5,,
2016moreSASmut_exp6010.tif (blue),F,shade,Col,1,7,5.355,18.602,12.172,177.84,63.923,0.547,,
2016moreSASmut_exp6010.tif (blue),F,shade,Col,1,8,3.856,17.535,9.973,137.351,58.42,0.506,,
2016moreSASmut_exp6010.tif (blue),F,shade,Col,1,9,1.199,17.508,8.779,120.72,55.88,0.486,,
2016moreSASmut_exp6010.tif (blue),F,shade,Col,2,1,5.499,7.819,6.863,42.147,35.814,0.413,,
2016moreSASmut_exp6010.tif (blue),F,shade,Col,2,2,7.623,9.471,8.811,65.541,38.015,0.57,,
2016moreSASmut_exp6010.tif (blue),F,shade,Col,2,3,11.686,14.146,11.617,129.068,52.663,0.585,,
2016moreSASmut_exp6010.tif (blue),F,shade,Col,2,4,10.292,14.66,10.095,116.231,53.425,0.512,,
2016moreSASmut_exp6010.tif (blue),F,shade,Col,2,5,14.055,21.278,13.839,231.272,71.882,0.562,,
2016moreSASmut_exp6010.tif (blue),F,shade,Col,2,6,12.057,21.955,13.78,237.625,75.353,0.526,,
2016moreSASmut_exp6010.tif (blue),F,shade,Col,2,7,12.665,17.616,12.58,174.057,62.569,0.559,,
2016moreSASmut_exp6010.tif (blue),F,shade,Col,2,8,11.576,23.655,13.279,246.711,79.163,0.495,,
2016moreSASmut_exp6010.tif (blue),F,shade,Col,2,9,8.952,24.478,12.837,246.79,80.349,0.48,,
2016moreSASmut_exp6010.tif (blue),F,shade,Col,2,10,5.585,23.148,11.955,217.353,75.184,0.483,,
2016moreSASmut_exp6010.tif (blue),F,shade,Col,2,11,1.395,21.826,10.82,185.475,70.358,0.471,,
2016moreSASmut_exp6010.tif (blue),F,shade,Col,3,1,7.57,9.278,7.893,57.516,34.967,0.591,,
2016moreSASmut_exp6010.tif (blue),F,shade,Col,3,2,7.363,8.655,6.276,42.663,33.189,0.487,,
2016moreSASmut_exp6010.tif (blue),F,shade,Col,3,3,9.956,13.385,10.106,106.235,50.631,0.521,,
2016moreSASmut_exp6010.tif (blue),F,shade,Col,3,4,13.922,16.216,11.535,146.905,59.436,0.523,,
2016moreSASmut_exp6010.tif (blue),F,shade,Col,3,5,13.796,18.737,12.393,182.372,67.479,0.503,,
2016moreSASmut_exp6010.tif (blue),F,shade,Col,3,6,16.907,22.699,13.597,242.413,75.946,0.528,,
2016moreSASmut_exp6010.tif (blue),F,shade,Col,3,7,13.283,25.738,14.9,301.207,85.683,0.516,,
2016moreSASmut_exp6010.tif (blue),F,shade,Col,3,8,15.304,26.293,12.904,266.476,81.788,0.501,,
2016moreSASmut_exp6010.tif (blue),F,shade,Col,3,9,13.16,24.815,13.291,259.034,85.344,0.447,,
2016moreSASmut_exp6010.tif (blue),F,shade,Col,3,10,7.708,22.728,11.865,211.788,75.523,0.467,,
2016moreSASmut_exp6010.tif (blue),F,shade,Col,3,11,4.945,22.651,11.8,209.921,74.253,0.478,,
2016moreSASmut_exp6010.tif (blue),F,shade,Col,3,12,0.957,19.12,8.557,128.502,57.997,0.48,,
2016moreSASmut_exp6010.tif (blue),F,shade,Col,4,1,6.662,8.968,7.556,53.22,33.782,0.586,,
2016moreSASmut_exp6010.tif (blue),F,shade,Col,4,2,8.274,9.313,8.053,58.9,35.56,0.585,,
2016moreSASmut_exp6010.tif (blue),F,shade,Col,4,3,11.641,13.78,10.756,116.408,50.715,0.569,,
2016moreSASmut_exp6010.tif (blue),F,shade,Col,4,4,14.541,15.333,12.176,146.629,58.674,0.535,,
2016moreSASmut_exp6010.tif (blue),F,shade,Col,4,5,6.169,9.535,4.388,32.862,29.887,0.462,,
2016moreSASmut_exp6010.tif (blue),F,shade,Col,4,6,15.345,19.893,12.743,199.104,65.363,0.586,,
2016moreSASmut_exp6010.tif (blue),F,shade,Col,4,7,14.213,21.422,11.831,199.053,71.797,0.485,,
2016moreSASmut_exp6010.tif (blue),F,shade,Col,4,8,11.371,24.056,11.224,212.053,74.422,0.481,,
2016moreSASmut_exp6010.tif (blue),F,shade,Col,4,9,10.037,25.394,12.917,257.616,83.905,0.46,,
2016moreSASmut_exp6010.tif (blue),F,shade,Col,4,10,2.771,19.905,9.736,152.211,64.093,0.466,,
2016moreSASmut_exp6010.tif (blue),F,shade,Col,4,11,4.908,19.241,9.047,136.726,60.96,0.462,,
2016moreSASmut_exp6011.tif (blue),F,shade,sid2,1,1,4.193,8.364,7.425,48.776,32.089,0.595,,
2016moreSASmut_exp6011.tif (blue),F,shade,sid2,1,2,6.784,8.449,7.553,50.118,33.697,0.555,,
2016moreSASmut_exp6011.tif (blue),F,shade,sid2,1,3,10.33,12.509,9.692,95.218,44.45,0.606,,
2016moreSASmut_exp6011.tif (blue),F,shade,sid2,1,4,9.442,14.172,11.848,131.874,52.832,0.594,,
2016moreSASmut_exp6011.tif (blue),F,shade,sid2,1,5,13.103,16.969,12.069,160.851,61.976,0.526,,
2016moreSASmut_exp6011.tif (blue),F,shade,sid2,1,6,10.917,20.495,12.118,195.053,67.31,0.541,,
2016moreSASmut_exp6011.tif (blue),F,shade,sid2,1,7,11.339,19.367,13.02,198.044,68.495,0.53,,
2016moreSASmut_exp6011.tif (blue),F,shade,sid2,1,8,9.992,19.063,10.485,156.985,62.23,0.509,,
2016moreSASmut_exp6011.tif (blue),F,shade,sid2,1,9,5.644,19.372,10.4,158.231,62.23,0.513,,
2016moreSASmut_exp6011.tif (blue),F,shade,sid2,1,10,2.676,17.67,9.459,131.265,58.759,0.478,,
2016moreSASmut_exp6011.tif (blue),F,shade,sid2,2,1,5.326,7.223,6.775,38.437,34.121,0.415,,
2016moreSASmut_exp6011.tif (blue),F,shade,sid2,2,2,5.354,8.083,6.685,42.443,37.423,0.381,,
2016moreSASmut_exp6011.tif (blue),F,shade,sid2,2,3,10.572,12.818,10.322,103.917,47.075,0.589,,
2016moreSASmut_exp6011.tif (blue),F,shade,sid2,2,4,9.375,13.104,11.011,113.317,50.377,0.561,,
2016moreSASmut_exp6011.tif (blue),F,shade,sid2,2,5,10.518,15.841,10.874,135.295,54.779,0.567,,
2016moreSASmut_exp6011.tif (blue),F,shade,sid2,2,6,10.478,15.769,12.204,151.156,59.267,0.541,,
2016moreSASmut_exp6011.tif (blue),F,shade,sid2,2,7,7.35,17.539,10.799,148.747,62.653,0.476,,
2016moreSASmut_exp6011.tif (blue),F,shade,sid2,2,8,6.791,17.365,11.096,151.328,59.775,0.532,,
2016moreSASmut_exp6011.tif (blue),F,shade,sid2,2,9,3.66,14.881,8.905,104.07,50.8,0.507,,
2016moreSASmut_exp6011.tif (blue),F,shade,sid2,2,10,1.603,14.187,8.331,92.831,48.26,0.501,,
2016moreSASmut_exp6011.tif (blue),F,shade,sid2,3,1,3.627,8.614,7.538,50.998,33.359,0.576,,
2016moreSASmut_exp6011.tif (blue),F,shade,sid2,3,2,6.541,9.088,7.791,55.607,34.883,0.574,,
2016moreSASmut_exp6011.tif (blue),F,shade,sid2,3,3,7.186,11.809,9.206,85.383,42.333,0.599,,
2016moreSASmut_exp6011.tif (blue),F,shade,sid2,3,4,9.707,13.067,11.355,116.53,60.875,0.395,,
2016moreSASmut_exp6011.tif (blue),F,shade,sid2,3,5,11.159,18.16,11.959,170.571,61.553,0.566,,
2016moreSASmut_exp6011.tif (blue),F,shade,sid2,3,6,7.684,19.08,12.348,185.043,69.257,0.485,,
2016moreSASmut_exp6011.tif (blue),F,shade,sid2,3,7,9.371,19.759,11.581,179.724,65.109,0.533,,
2016moreSASmut_exp6011.tif (blue),F,shade,sid2,3,8,7.887,20.144,12.632,199.856,68.58,0.534,,
2016moreSASmut_exp6011.tif (blue),F,shade,sid2,3,9,7.069,21.342,12.086,202.58,70.358,0.514,,
2016moreSASmut_exp6011.tif (blue),F,shade,sid2,3,10,5.102,18.513,8.768,127.485,57.573,0.483,,
2016moreSASmut_exp6011.tif (blue),F,shade,sid2,3,11,2.812,18.543,9.462,137.801,64.516,0.416,,
2016moreSASmut_exp6012.tif (blue),F,shade,npr3/4,1,1,5.44,9.248,7.881,57.242,34.967,0.588,,
2016moreSASmut_exp6012.tif (blue),F,shade,npr3/4,1,2,6.477,8.859,8.601,59.844,35.306,0.603,,
2016moreSASmut_exp6012.tif (blue),F,shade,npr3/4,1,3,12.253,15.76,11.654,144.258,59.267,0.516,,
2016moreSASmut_exp6012.tif (blue),F,shade,npr3/4,1,4,13.61,17.098,13.255,177.998,61.807,0.586,,
2016moreSASmut_exp6012.tif (blue),F,shade,npr3/4,1,5,13.99,18.772,13.612,200.697,64.431,0.608,,
2016moreSASmut_exp6012.tif (blue),F,shade,npr3/4,1,6,16.335,23.127,14.488,263.157,79.333,0.525,,
2016moreSASmut_exp6012.tif (blue),F,shade,npr3/4,1,7,16.433,26.432,14.295,296.757,83.566,0.534,,
2016moreSASmut_exp6012.tif (blue),F,shade,npr3/4,1,8,14.056,21.954,13.869,239.129,80.095,0.468,,
2016moreSASmut_exp6012.tif (blue),F,shade,npr3/4,1,9,12.871,26.62,14.929,312.134,97.451,0.413,,
2016moreSASmut_exp6012.tif (blue),F,shade,npr3/4,1,10,8.545,25.167,12.573,248.525,88.561,0.398,,
2016moreSASmut_exp6012.tif (blue),F,shade,npr3/4,1,11,8.794,23.97,14.105,265.53,95.419,0.366,,
2016moreSASmut_exp6012.tif (blue),F,shade,npr3/4,2,1,5.547,7.486,6.704,39.416,29.549,0.567,,
2016moreSASmut_exp6012.tif (blue),F,shade,npr3/4,2,2,4,7.697,6.94,41.952,29.972,0.587,,
2016moreSASmut_exp6012.tif (blue),F,shade,npr3/4,2,3,7.904,13.369,10.88,114.242,49.191,0.593,,
2016moreSASmut_exp6012.tif (blue),F,shade,npr3/4,2,4,6.731,11.46,8.756,78.812,44.281,0.505,,
2016moreSASmut_exp6012.tif (blue),F,shade,npr3/4,2,5,9.721,16.903,12.68,168.335,62.653,0.539,,
2016moreSASmut_exp6012.tif (blue),F,shade,npr3/4,2,6,12.007,18.905,12.351,183.381,65.617,0.535,,
2016moreSASmut_exp6012.tif (blue),F,shade,npr3/4,2,7,9.618,20.837,12.417,203.209,71.628,0.498,,
2016moreSASmut_exp6012.tif (blue),F,shade,npr3/4,2,8,7.2,23.92,11.723,220.24,75.777,0.482,,
2016moreSASmut_exp6012.tif (blue),F,shade,npr3/4,2,9,4.773,20.391,11.165,178.811,65.701,0.521,,
2016moreSASmut_exp6012.tif (blue),F,shade,npr3/4,2,10,3.485,19.45,10.54,161.018,63.839,0.496,,
2016moreSASmut_exp6012.tif (blue),F,shade,npr3/4,3,1,4.124,8.031,7.275,45.883,30.988,0.6,,
2016moreSASmut_exp6012.tif (blue),F,shade,npr3/4,3,2,4.39,7.82,5.675,34.858,45.72,0.21,,
2016moreSASmut_exp6012.tif (blue),F,shade,npr3/4,3,3,8.993,12.113,10.928,103.964,46.821,0.596,,
2016moreSASmut_exp6012.tif (blue),F,shade,npr3/4,3,4,10.405,14.843,11.965,139.482,54.525,0.59,,
2016moreSASmut_exp6012.tif (blue),F,shade,npr3/4,3,6,11.791,21.296,13.105,219.197,70.527,0.554,,
2016moreSASmut_exp6012.tif (blue),F,shade,npr3/4,3,7,11.282,21.648,12.439,211.48,75.015,0.472,,
2016moreSASmut_exp6012.tif (blue),F,shade,npr3/4,3,8,9.782,21.884,12.794,219.897,75.184,0.489,,
2016moreSASmut_exp6012.tif (blue),F,shade,npr3/4,3,9,7.609,24.309,13.366,255.186,82.127,0.475,,
2016moreSASmut_exp6012.tif (blue),F,shade,npr3/4,3,12,1.147,21.512,10.015,169.209,68.411,0.454,,
2016moreSASmut_exp6013.tif (blue),F,shade,npr3,1,1,5.005,8.612,7.765,52.518,34.036,0.57,,
2016moreSASmut_exp6013.tif (blue),F,shade,npr3,1,2,6.303,8.733,7.576,51.964,32.935,0.602,,
2016moreSASmut_exp6013.tif (blue),F,shade,npr3,1,3,6.491,9.333,8.748,64.124,37.761,0.565,,
2016moreSASmut_exp6013.tif (blue),F,shade,npr3,1,4,9.506,16.64,12.674,165.63,61.045,0.559,,
2016moreSASmut_exp6013.tif (blue),F,shade,npr3,1,5,8.229,14.168,7.484,83.279,50.038,0.418,,
2016moreSASmut_exp6013.tif (blue),F,shade,npr3,1,6,9.626,19.785,12.629,196.242,67.649,0.539,,
2016moreSASmut_exp6013.tif (blue),F,shade,npr3,1,7,9.971,23.731,12.113,225.767,79.079,0.454,,
2016moreSASmut_exp6013.tif (blue),F,shade,npr3,1,8,7.516,22.954,11.19,201.724,73.067,0.475,,
2016moreSASmut_exp6013.tif (blue),F,shade,npr3,1,9,7.471,23.311,11.63,212.921,74.676,0.48,,
2016moreSASmut_exp6013.tif (blue),F,shade,npr3,1,10,4.634,19.969,10.624,166.625,67.987,0.453,,
2016moreSASmut_exp6013.tif (blue),F,shade,npr3,2,1,5.906,8.298,6.57,42.819,34.883,0.442,,
2016moreSASmut_exp6013.tif (blue),F,shade,npr3,2,2,7.149,8.469,8.201,54.55,38.354,0.466,,
2016moreSASmut_exp6013.tif (blue),F,shade,npr3,2,3,8.009,14.289,11.038,123.88,52.239,0.57,,
2016moreSASmut_exp6013.tif (blue),F,shade,npr3,2,4,9.357,16.133,13.041,165.242,68.919,0.437,,
2016moreSASmut_exp6013.tif (blue),F,shade,npr3,2,5,12.355,20.216,13.344,211.872,70.104,0.542,,
2016moreSASmut_exp6013.tif (blue),F,shade,npr3,2,6,9.643,23.005,14.131,255.31,77.047,0.54,,
2016moreSASmut_exp6013.tif (blue),F,shade,npr3,2,8,9.585,28.533,15.832,354.775,95.504,0.489,,
2016moreSASmut_exp6013.tif (blue),F,shade,npr3,2,9,6.187,28.283,13.051,289.899,88.477,0.465,,
2016moreSASmut_exp6013.tif (blue),F,shade,npr3,2,10,5.52,27.08,12.173,258.903,82.55,0.477,,
2016moreSASmut_exp6013.tif (blue),F,shade,npr3,2,11,4.129,25.374,8.887,177.116,62.195,0.575,,
2016moreSASmut_exp6013.tif (blue),F,shade,npr3,3,1,5.423,9.981,8.588,67.324,38.354,0.575,,
2016moreSASmut_exp6013.tif (blue),F,shade,npr3,3,2,7.715,10.09,7.175,56.855,35.475,0.568,,
2016moreSASmut_exp6013.tif (blue),F,shade,npr3,3,3,10.079,23.387,18.166,333.671,120.517,0.289,,
2016moreSASmut_exp6013.tif (blue),F,shade,npr3,3,4,13.487,24.373,11.779,225.487,79.925,0.444,,
2016moreSASmut_exp6013.tif (blue),F,shade,npr3,3,5,13.834,26.722,11.136,233.727,85.259,0.404,,
2016moreSASmut_exp6013.tif (blue),F,shade,npr3,3,6,12.702,26.792,13.561,285.37,89.154,0.451,,
2016moreSASmut_exp6013.tif (blue),F,shade,npr3,3,7,14.5,27.217,13.831,295.659,88.561,0.474,,
2016moreSASmut_exp6013.tif (blue),F,shade,npr3,3,8,10.789,25.076,13.038,256.783,86.953,0.427,,
2016moreSASmut_exp6013.tif (blue),F,shade,npr3,3,9,7.698,25.438,11.216,224.084,81.534,0.424,,
2016moreSASmut_exp6013.tif (blue),F,shade,npr3,3,10,4.956,24.413,12.128,232.541,81.111,0.444,,
2016moreSASmut_exp6013.tif (blue),F,shade,npr3,4,1,5.068,7.998,7.201,45.235,30.903,0.595,,
2016moreSASmut_exp6013.tif (blue),F,shade,npr3,4,2,4.534,7.528,6.66,39.382,29.464,0.57,,
2016moreSASmut_exp6013.tif (blue),F,shade,npr3,4,3,10.964,15.769,11.641,144.166,55.541,0.587,,
2016moreSASmut_exp6013.tif (blue),F,shade,npr3,4,4,11.549,18.755,9.938,146.398,58.589,0.536,,
2016moreSASmut_exp6013.tif (blue),F,shade,npr3,4,5,11.558,13.917,9.657,105.554,47.413,0.59,,
2016moreSASmut_exp6013.tif (blue),F,shade,npr3,4,6,11.478,19.885,10.38,162.12,63.585,0.504,,
2016moreSASmut_exp6013.tif (blue),F,shade,npr3,4,7,9.595,16.176,11.28,143.301,59.521,0.508,,
2016moreSASmut_exp6013.tif (blue),F,shade,npr3,4,8,8.434,19.766,11.41,177.125,72.475,0.424,,
2016moreSASmut_exp6013.tif (blue),F,shade,npr3,4,9,4.911,19.496,9.669,148.061,61.045,0.499,,
2016moreSASmut_exp6014.tif (blue),F,shade,npr4,1,1,5.349,7.916,6.76,42.027,29.972,0.588,,
2016moreSASmut_exp6014.tif (blue),F,shade,npr4,1,2,5.605,8.043,6.282,39.681,29.041,0.591,,
2016moreSASmut_exp6014.tif (blue),F,shade,npr4,1,3,8.044,11.572,7.211,65.541,51.139,0.315,,
2016moreSASmut_exp6014.tif (blue),F,shade,npr4,1,4,8.831,13.22,8.82,91.577,49.022,0.479,,
2016moreSASmut_exp6014.tif (blue),F,shade,npr4,1,5,8.475,9.577,8.877,66.769,51.985,0.31,,
2016moreSASmut_exp6014.tif (blue),F,shade,npr4,1,6,12.076,18.793,11.702,172.727,63.754,0.534,,
2016moreSASmut_exp6014.tif (blue),F,shade,npr4,1,7,10.006,18.664,11.022,161.562,63.585,0.502,,
2016moreSASmut_exp6014.tif (blue),F,shade,npr4,1,8,7.33,16.451,11.141,143.946,69.765,0.372,,
2016moreSASmut_exp6014.tif (blue),F,shade,npr4,1,9,6.277,25.624,12.258,246.688,82.804,0.452,,
2016moreSASmut_exp6014.tif (blue),F,shade,npr4,1,10,3.323,24.488,11.124,213.951,77.131,0.452,,
2016moreSASmut_exp6014.tif (blue),F,shade,npr4,1,11,2.562,23.852,10.447,195.711,76.369,0.422,,
2016moreSASmut_exp6014.tif (blue),F,shade,npr4,2,1,6.081,7.401,5.992,34.831,27.686,0.571,,
2016moreSASmut_exp6014.tif (blue),F,shade,npr4,2,2,6.691,8.493,6.233,41.573,30.48,0.562,,
2016moreSASmut_exp6014.tif (blue),F,shade,npr4,2,3,10.36,12.627,8.359,82.898,42.841,0.568,,
2016moreSASmut_exp6014.tif (blue),F,shade,npr4,2,4,10.584,13.783,8.16,88.335,45.212,0.543,,
2016moreSASmut_exp6014.tif (blue),F,shade,npr4,2,5,10.888,11.145,7.481,65.486,42.757,0.45,,
2016moreSASmut_exp6014.tif (blue),F,shade,npr4,2,6,14.532,21.071,8.581,142.009,60.029,0.495,,
2016moreSASmut_exp6014.tif (blue),F,shade,npr4,2,7,12.915,21.444,10.867,183.019,68.834,0.485,,
2016moreSASmut_exp6014.tif (blue),F,shade,npr4,2,8,12.084,20.418,10.771,172.736,66.633,0.489,,
2016moreSASmut_exp6014.tif (blue),F,shade,npr4,2,9,9.597,23.346,11.084,203.225,83.735,0.364,,
2016moreSASmut_exp6014.tif (blue),F,shade,npr4,2,10,7.287,23.749,10.269,191.553,76.2,0.415,,
2016moreSASmut_exp6014.tif (blue),F,shade,npr4,2,11,4.386,20.876,9.182,150.55,64.008,0.462,,
2016moreSASmut_exp6014.tif (blue),F,shade,npr4,2,12,2.058,20.354,8.351,133.498,64.093,0.408,,
2016moreSASmut_exp6014.tif (blue),F,shade,npr4,3,1,6.149,7.947,6.962,43.457,30.311,0.594,,
2016moreSASmut_exp6014.tif (blue),F,shade,npr4,3,2,5.304,7.525,5.676,33.547,27.686,0.55,,
2016moreSASmut_exp6014.tif (blue),F,shade,npr4,3,3,10.273,11.898,8.364,78.159,41.91,0.559,,
